# 0.01
idx	x	y	z	r_solid	r_surf
29	276	209	7	0.716807	1.28345
30	276	208	7	0.859613	1.06677
31	276	207	7	1.16441	1.50754
32	276	207	8	1.31383	1.77303
33	277	207	8	0.973364	1.28345
34	278	207	8	0.756403	0
35	279	207	8	1.18233	1.82471
36	280	206	9	1.1883	1.72646
37	280	206	10	1.1475	1.69611
38	281	206	11	1.14587	1.75888
39	282	205	11	1.20032	1.82158
40	283	205	11	1.16678	1.92229
41	284	205	11	1.3467	2.32779
42	285	205	11	1.70674	2.37875
43	286	204	12	1.54187	2.21436
44	287	204	12	1.85257	2.6791
45	288	204	13	1.42994	2.2071
46	289	204	14	1.59577	2.35383
47	290	205	15	1.36061	2.1795
48	291	206	16	1.11736	1.72671
49	292	207	17	1.13436	1.55014
50	292	208	17	0.934359	1.62775
51	292	209	17	1.04104	1.43073
52	293	210	18	1.0757	1.49677
53	294	211	19	1.12144	1.60688
54	295	212	20	1.18947	1.80481
55	294	213	21	1.54664	2.21453
56	294	214	21	1.07051	1.80148
57	294	215	21	1.23597	1.77985
58	295	216	21	0.963709	1.00798
59	296	217	21	0.627527	0.604977
60	297	218	22	1.18321	1.17751
61	297	219	22	0.630637	0.89524
62	297	220	22	0.675239	0.943795
63	296	221	21	0.45304	0.544064
64	295	221	21	0.930954	1.37453
65	294	222	22	1.07056	1.37449
66	293	223	23	0.719547	0.914795
67	292	224	23	1.57704	1.97819
68	292	225	23	0.650868	1.03108
69	292	226	23	0.578394	0.719299
70	292	227	23	0.433241	0.526861
71	292	228	23	0	0
72	291	228	23	0.377908	0.377908
73	290	228	23	0.386431	0.386431
74	289	229	23	0.246	0.246
75	289	230	23	0.466646	0.474453
76	288	231	23	0.529431	0.812861
77	288	232	23	0.533327	0.854247
78	288	233	23	0.840708	1.18069
79	288	234	23	0.792249	1.10331
80	288	235	23	0.778641	1.06205
81	287	236	23	1.11372	1.68563
82	287	237	23	0.731754	1.06416
83	286	238	23	0.917401	1.46947
84	285	239	22	1.29072	1.83423
85	285	239	22	0	0
86	285	240	22	0.903636	1.27524
87	285	241	22	1.01646	1.71987
88	285	242	22	0.906846	1.20935
89	285	243	22	1.01451	1.48597
90	286	244	22	0.983567	1.40043
91	287	245	22	0.939776	1.38268
92	287	246	22	0.942417	1.35533
93	288	247	22	0.926727	1.38728
94	289	248	22	0.92773	1.34162
95	289	249	22	0.869434	1.31446
96	290	250	22	1.06332	1.48706
97	290	251	22	0.848089	1.69043
98	290	252	22	0.824813	1.20484
99	291	253	22	1.12716	1.56353
100	291	254	22	0.766489	1.13372
101	291	255	22	0.857441	1.20751
102	292	256	21	1.07853	1.59773
103	292	257	21	0.997379	1.3989
104	293	258	21	0.87989	1.15851
105	294	259	21	1.26142	1.72987
106	294	260	21	0.659068	0.984
107	294	261	21	0.798027	1.15381
108	295	262	21	1.16064	1.73441
109	295	263	21	0.693608	0.959708
110	295	264	21	0.610947	0
111	295	265	21	0.511012	0.657174
112	296	266	21	0.525872	0.665313
113	297	266	21	0.866193	1.49998
114	298	266	21	1.03426	1.54707
115	299	266	21	1.23966	1.70389
116	300	265	20	1.1401	1.65838
117	301	265	20	0.943805	1.5744
118	302	265	20	0.891245	1.23195
119	303	266	19	0.852556	1.17771
120	303	267	19	1.12086	1.45172
121	304	268	19	1.201	1.97746
122	305	268	19	0.777082	1.07555
123	306	269	19	0.750559	1.04366
124	307	270	19	0.755352	1.02898
125	307	271	19	0.825972	1.09852
126	307	272	19	1.02122	1.36314
127	307	273	19	0.977517	1.31342
128	307	274	19	0.926836	1.72271
129	307	275	19	0.820905	1.20862
130	308	276	19	0.854444	1.0563
131	309	276	18	1.1162	1.30464
132	310	276	18	0.861225	0
133	311	276	18	0.856999	1.15716
134	312	276	18	0.802592	1.48916
135	313	276	18	0.736062	1.05027
136	314	277	18	0.818632	1.09926
137	314	278	18	0.696835	1.12158
138	314	279	18	0.835811	1.26093
139	314	280	18	1.018	1.54258
140	314	281	18	1.04559	1.5164
141	314	282	18	1.26611	1.83818
142	314	283	17	1.22189	1.77472
143	314	284	17	1.21376	1.8812
144	315	285	17	1.10327	1.75422
145	315	286	17	1.09092	1.61277
146	316	287	17	0.983568	1.54863
147	317	288	17	1.07508	1.55464
148	317	289	17	0.974301	1.52117
149	318	290	17	1.00998	1.41825
150	319	291	17	1.00084	1.4621
151	320	292	17	0.908859	1.33588
152	321	293	17	0.839206	1.45213
153	322	293	17	1.0188	1.4594
154	323	294	16	0.858337	1.22831
155	324	295	16	1.03283	1.49151
156	325	296	17	1.05392	1.53929
157	325	297	17	1.16268	1.76671
158	326	298	17	1.16423	1.75653
159	327	298	17	0.833017	1.26938
160	328	299	16	0.902238	1.3212
161	329	300	16	0.538101	0.538101
162	330	301	17	0.454664	0.454664
163	330	302	16	1.22144	1.34858
164	330	302	16	0	0
165	331	303	17	0.754751	1.14192
166	332	303	17	0.587211	0.752654
167	333	304	17	0.391532	0.587298
168	333	305	17	0.391545	0.301333
169	333	306	17	1.03192	1.19829
170	334	307	17	1.06564	1.51664
171	335	307	17	0.501752	0.629909
172	336	308	17	0.600242	0.627298
173	337	309	18	0.591676	0.781278
174	337	310	18	0.781053	1.07159
175	337	311	18	0.815923	1.34473
176	337	312	18	0.827084	1.26845
177	336	313	18	1.0919	1.67192
178	336	314	18	0.716771	1.17534
179	336	315	18	0.655883	0.937751
180	337	316	18	0.466988	0.562313
181	338	317	19	0.517138	0.621054
182	339	318	19	0.329	0.329
183	340	319	20	0.547749	0.592033
184	341	320	20	0.56689	0.695787
185	342	321	20	0.563345	0.758095
186	343	321	20	0.556176	0
187	344	322	21	0.553069	0.788009
188	345	323	21	0.625016	0.903269
189	346	323	21	0.742689	1.12888

# 19.01
idx	x	y	z	r_solid	r_surf
0	223	205	5	0.469996	0.612189
1	224	205	5	0.521067	0.641723
2	225	206	5	0.466014	0.622034
3	226	206	5	0.618149	0.826576
4	227	207	5	0.622408	0.779858
5	228	208	5	0.606678	0.864357
6	229	208	5	0.855019	1.33815
7	230	209	5	0.812266	1.13505
8	231	210	4	0.693545	0.967344
9	232	210	4	0.704783	0
10	233	210	4	0.961709	1.3788
11	234	211	4	0.916029	1.33968
12	235	212	4	0.954892	1.36592
13	236	212	4	1.16337	1.78789
14	237	213	4	1.18524	1.62294
15	238	213	4	1.22813	1.84766
16	239	214	4	1.38483	2.10551
17	240	214	4	1.21729	1.89999
18	241	215	4	1.54536	2.10365
19	242	215	4	1.01666	1.69043
20	243	215	4	1.21126	1.76609
21	244	216	4	1.13912	1.94323
22	245	217	4	1.46007	2.06933
23	245	218	4	0.9442	1.61895
24	245	219	4	1.18865	1.9282
25	245	220	3	1.43931	2.10716
26	245	220	3	0	0
27	246	221	4	1.30304	1.88938
28	247	221	4	0.938173	0
29	248	221	4	1.38746	2.06759
30	249	221	3	1.64101	2.40502
31	249	221	3	0	0
32	249	222	3	1.45324	2.38962
33	249	223	3	1.00388	1.69043
34	249	224	3	1.39403	2.09626
35	250	225	3	1.2773	1.88057
36	251	226	3	1.21035	0
37	251	227	3	1.22259	2.21869
38	252	228	4	1.39173	2.13209
39	252	229	4	1.23418	1.99476

# 20.01
idx	x	y	z	r_solid	r_surf
0	347	322	21	0.546514	0.800715
1	346	321	20	0.510584	0
2	346	320	20	0.562081	0.812861
3	346	319	20	0.538098	0.698365
4	345	318	20	0.656964	0.771182
5	345	317	19	0.65341	0.82127
6	345	316	19	0.53449	0.626358
7	345	315	19	0.351241	0.351241
8	344	314	19	0.777327	0.777327
9	343	313	19	0.632459	0.632459

# 21.01
idx	x	y	z	r_solid	r_surf
0	348	323	20	0.654461	0.922237
1	349	324	21	0.8219	1.24465
2	350	324	21	0.813044	1.18984
3	351	325	22	0.749966	1.01986
4	352	325	22	0.666352	0.907918
5	353	326	22	0.696935	0.963547
6	354	327	22	0.466014	0.612189
7	354	328	22	0.882877	1.22542
8	355	328	22	0.538259	1.06677
9	356	329	22	1.28224	2.11378
10	357	329	22	0.773149	1.00846
11	358	330	22	0.998993	1.59235
12	359	331	22	2.25823	2.99247
13	360	331	22	1.41149	1.6742
14	361	331	23	1.05612	1.49045
15	362	331	23	1.09661	1.08491
16	363	330	23	0.840381	0
17	364	329	23	0.916952	1.46256
18	365	328	23	0.820293	1.03292
19	366	328	23	0.880016	1.10394
20	366	329	23	0.670631	1.28345
21	366	330	23	0.70326	1.06478
22	367	331	23	0.817331	1.11819
23	368	332	23	0.703462	0

# 22.01
idx	x	y	z	r_solid	r_surf
0	222	204	5	0.601469	0.868974
1	223	203	4	0.546517	0.672397
2	224	202	4	0.982078	1.33947
3	225	202	4	0.454664	0.468885
4	226	202	5	0.56613	0.699705
5	227	202	5	0.386431	0.386431
6	228	203	5	0.374382	0.374382
7	229	204	5	0	0
8	230	203	5	0.206	0.206
9	230	202	5	0.503889	0.503889
10	229	201	5	0	0
11	228	200	5	0	0

# 23.01
idx	x	y	z	r_solid	r_surf
0	221	203	5	0.745296	1.06834
1	220	202	5	0.737023	1.14357
2	219	202	5	0.652906	0.914692
3	218	202	4	0.798805	1.09478
4	217	201	4	0.761086	1.10073
5	216	200	4	0.676319	1.15466
6	215	199	3	0.663381	1.0656

# 24.01
idx	x	y	z	r_solid	r_surf
0	369	333	23	0.752936	1.52519
1	370	334	22	1.12256	1.81064
2	370	335	22	0.884372	1.25611
3	369	336	22	0.846019	1.25011
4	368	337	22	0.976943	1.35212
5	367	338	22	0.997459	1.43657
6	366	339	22	1.31441	1.62307
7	366	340	22	1.0975	1.57744
8	365	341	21	1.47722	2.09706
9	365	342	20	0.832202	2.0941

# 25.01
idx	x	y	z	r_solid	r_surf
0	369	331	23	0.711977	1.02539
1	370	330	23	0.848106	1.21552
2	371	329	23	1.15679	1.63014
3	372	328	23	1.16444	1.69199
4	373	327	23	0.986453	1.40173
5	374	326	23	0.822693	1.09737
6	375	325	23	0.698692	1.04441
7	376	325	23	1.15985	1.5486
8	377	324	23	0.774556	1.17787
9	378	323	23	0.756904	1.11558
10	379	323	23	1.64444	1.97542
11	380	322	23	0.735856	1.15592
12	381	321	24	0.522575	0.714007
13	382	321	24	1.34786	1.8133
14	383	320	25	0.661422	0.895921
15	384	320	25	1.41823	2.01631
16	385	319	26	1.3356	1.96698
17	385	318	27	0.904948	1.27295
18	385	317	27	0.793444	1.16594
19	386	316	27	0.931774	1.36572
20	387	315	27	1.19706	1.59081
21	387	314	27	0.693608	1.05181
22	387	313	27	0.589183	0.92126
23	387	312	28	1.05165	1.59586
24	387	311	28	0.756689	0.997517
25	388	310	29	0.821461	1.21416
26	388	309	29	0.922944	1.25357
27	387	308	29	0.735129	1.21973
28	386	307	29	0.664302	0.941905
29	386	306	29	0.647715	0.90097
30	386	305	29	0.670411	1.04672
31	386	304	29	0.836408	1.04247
32	387	304	29	0.453489	0.591815
33	388	304	29	0.443861	0.641723
34	389	304	29	0.719956	1.10025
35	390	304	29	0.843471	1.11128
36	390	303	29	0.605239	0.922569
37	390	302	29	0.562394	0.793554
38	390	301	29	0.499572	0.599486
39	390	300	29	0.386431	0.386431
40	389	299	29	0.824023	0.803519
41	389	298	29	0.437489	0.546861
42	389	297	29	0.777589	0.942069
43	388	297	29	0.386431	0
44	387	297	29	1.3619	1.38166
45	387	296	29	0.974129	1.5375
46	387	295	29	0.952104	2.06
47	387	294	29	0.773486	0.77019
48	387	293	29	0.329	0.329
49	386	292	28	1.00981	0.90129
50	385	291	29	0.966701	0.929645
51	385	290	29	0.617164	0.617164
52	384	289	28	0.907234	0.907234
53	384	288	28	0.669041	0.748491
54	383	287	28	0.686746	0.800463
55	383	287	28	0	0
56	382	286	28	0.802572	0.802572
57	381	285	29	0.735214	0.735214
58	380	284	28	0.49452	0.49452
59	380	283	27	0.206	0.206

# 26.01
idx	x	y	z	r_solid	r_surf
0	186	168	5	0.917518	1.69043
1	186	169	5	1.042	1.93797
2	187	170	5	1.18455	2.04148
3	188	171	5	1.51653	2.20394
4	189	171	5	1.54387	2.23962
5	189	171	5	0	0
6	190	170	5	1.18087	2.22588
7	191	170	5	1.17947	1.90891
8	192	170	5	1.12971	1.49861
9	193	171	6	1.12495	1.74711
10	194	172	6	1.24983	1.50297
11	195	173	6	1.00059	1.53068
12	196	174	6	1.0548	1.59947
13	196	175	6	1.75515	2.50615
14	197	176	6	1.03623	1.6478
15	198	177	6	1.18305	1.72132
16	198	178	6	1.06786	1.66207
17	198	179	6	1.23954	1.93206
18	198	180	6	1.38328	2.28333
19	198	181	6	1.10207	1.63102
20	199	182	6	0.981059	1.42758
21	200	183	6	1.31274	1.91219
22	200	184	6	0.887947	1.29941
23	201	185	6	0.995941	1.34745
24	202	186	6	1.16696	1.80347
25	202	187	6	0.749946	1.0877
26	203	188	6	0.856983	1.38387
27	203	189	6	0.736848	1.01968
28	204	190	6	0.787173	1.12491
29	205	191	6	0.765741	1.09817
30	206	191	6	0.678058	0.962584
31	207	191	6	0.683949	1.05906
32	208	192	5	0.625149	0.796107
33	208	193	5	0.657329	0
34	208	194	5	0.763521	1.06034
35	209	195	4	0.670265	0.876995
36	210	196	4	0.693192	0.980436
37	211	197	4	0.668224	0.968354
38	212	198	4	0.636716	0.856532
39	213	198	3	0.646955	0.904257
40	214	198	3	0.564573	0

# 27.01
idx	x	y	z	r_solid	r_surf
0	216	198	3	0.596551	1.05683

# 28.01
idx	x	y	z	r_solid	r_surf
0	366	342	19	1.10252	2.03314
1	367	342	18	1.24673	1.82819
2	368	342	18	0.914039	0
3	369	342	18	1.04598	1.55627
4	370	342	17	0.945298	1.35836
5	371	342	17	0.718169	1.0919
6	372	342	18	0.700726	1.06118
7	373	342	18	0.667358	0.882885
8	373	342	17	0.655279	1.04446
9	374	343	17	0.74895	1.08517
10	375	343	17	0.780866	1.16613
11	376	343	17	0.897381	1.30208
12	377	343	17	0.845315	1.28316
13	378	343	17	0.83161	1.15061
14	379	343	16	0.90516	1.2292
15	380	343	16	0.787989	1.21395
16	381	343	16	0.726076	1.045
17	382	343	16	0.635408	0.931434
18	383	344	16	0.705178	0.918958
19	384	344	16	0.530931	0.668689
20	385	344	16	0.412	0.412

# 29.01
idx	x	y	z	r_solid	r_surf
0	364	343	20	1.92636	2.78137
1	365	344	21	0.990089	1.648
2	365	345	21	1.09535	1.76755
3	365	346	22	1.4243	2.04154
4	365	347	22	1.11623	1.848
5	365	348	22	1.13304	1.5021
6	365	349	22	1.02224	1.478
7	364	350	22	0.876551	1.01324
8	364	351	22	0.794421	1.10382
9	364	352	23	0.825292	1.39266
10	364	353	24	1.03626	1.40068
11	364	354	24	0.789601	1.1724
12	364	355	23	0.726901	1.02393
13	364	356	23	0.584151	1.06677
14	364	357	23	0.821932	1.09417
15	364	358	23	0.654934	0.95016
16	364	359	23	0.856042	1.15566
17	364	360	24	0.877371	1.34795
18	364	361	25	0.861358	1.24661
19	364	362	25	0.63149	1.02539
20	364	363	25	0.888743	1.07503
21	364	364	25	0.906037	1.49213
22	364	365	25	0.798019	1.27139
23	364	366	25	0.90797	1.22235
24	364	367	25	0.959556	1.36299
25	364	368	25	1.03357	1.91116
26	364	369	25	0.856714	1.07746
27	363	370	25	1.07778	1.50513
28	363	371	25	0.989448	1.67915
29	363	372	25	0.980042	1.50968
30	363	373	25	0.808352	1.13475
31	362	374	25	1.1221	1.76973
32	362	375	25	0.779699	1.01781
33	361	376	25	0.892425	1.21352
34	360	377	25	0.923588	1.36594
35	360	378	25	0.829353	1.16275
36	359	379	25	0.938874	1.43688
37	358	380	25	1.03395	1.51616
38	358	381	25	0.75727	1.04441
39	357	382	25	0.904567	1.21091
40	357	383	26	1.17366	1.64396
41	357	384	26	0.947565	1.61959
42	357	385	26	0.877765	1.3615
43	357	386	26	0.902941	1.32414
44	356	387	26	1.28155	1.94015
45	356	388	26	1.08973	1.63057
46	355	389	26	1.19794	1.74468
47	354	390	26	1.09093	1.57135
48	353	391	26	0.996531	1.39567
49	352	391	26	1.1385	1.67544
50	351	392	27	1.06641	1.55688
51	350	392	27	1.0733	1.66363
52	349	393	27	1.15153	1.68174
53	348	394	27	1.13774	1.62989
54	348	395	27	1.16805	1.67776
55	347	396	28	1.04518	1.75543
56	346	397	29	0.930344	1.34978
57	345	398	30	0.687659	0.963508
58	344	399	31	0.60656	0.625653
59	344	400	31	0.592064	0.592064
60	344	401	30	0.555818	0.386431
61	343	402	29	0.700726	0.786176
62	342	403	30	0.798412	1.13152
63	342	403	30	0	0
64	341	404	31	0.887166	1.21686
65	340	404	31	0.959861	1.4197
66	339	405	32	1.08468	1.56442
67	339	405	32	0	0
68	338	406	33	1.04255	1.62847
69	337	407	33	1.0995	1.54419
70	336	408	33	0.895074	1.56484
71	335	409	33	0.817754	1.35165
72	334	410	33	0.804491	1.13485
73	334	411	33	0.759537	1.07081
74	335	412	34	0.909611	1.22963
75	335	413	34	1.01818	1.49757
76	336	414	34	1.04904	1.78078
77	337	415	34	0.841646	1.19629
78	338	416	35	0.829592	1.25231
79	338	417	35	0.837581	1.17511
80	338	418	35	1.2864	1.80118
81	339	419	35	1.16021	1.71152
82	340	420	35	1.16878	1.67206
83	341	421	35	1.05664	1.59822
84	341	421	35	0	0
85	342	422	35	0.888769	1.26376
86	343	423	36	0.910146	1.23258
87	344	424	36	0.727146	0.923835
88	345	425	36	0.661493	0.869405
89	345	426	36	0.599486	0.967806
90	345	427	36	0.959885	1.35448
91	346	428	36	0.735099	1.09094
92	347	429	36	0.816214	1.15916
93	347	430	36	0.936867	1.42414
94	348	431	37	0.791745	1.26701
95	349	432	37	0.85042	1.11008
96	349	433	37	0.619182	0.793554
97	349	434	37	0.541684	0.800715
98	349	435	37	0.613898	0.74111
99	349	436	37	1.1271	1.20274
100	348	437	37	0.632606	0.754494
101	348	438	37	0.768403	0.880586
102	348	439	38	0.695951	0.757176
103	348	440	38	0.659068	0.984
104	348	441	38	0.841555	1.1705
105	349	442	38	1.59639	2.19888
106	349	443	38	1.06826	1.49934
107	349	444	38	0.862625	1.38225
108	349	445	38	0.902428	1.32054
109	350	446	38	1.39342	1.95509
110	350	447	38	1.10235	1.68028
111	350	448	38	1.13774	1.93567
112	350	449	38	1.14851	1.76293
113	350	450	38	1.05389	1.5887
114	350	451	38	0.909108	1.36889
115	350	452	38	0.703589	0.823985
116	350	453	38	0.558204	0.678919
117	351	454	38	1.18216	1.35237
118	351	455	38	0.443861	0.443861
119	351	456	38	0	0
120	352	457	39	0	0
121	353	457	39	1.32755	1.32755

# 30.01
idx	x	y	z	r_solid	r_surf
0	181	168	5	0.60383	0.60383
1	182	168	5	0.828101	0.973629
2	183	168	5	1.07773	1.67672
3	184	168	5	0.826865	1.06677
4	185	167	6	0.85376	1.16922

# 31.01
idx	x	y	z	r_solid	r_surf
0	175	149	5	0.634808	0.835924
1	175	149	5	0	0
2	176	149	5	0.529179	0.641723
3	177	149	5	0.523976	0.653961
4	178	150	5	0.386431	0.526861
5	178	151	5	0.605547	0.95016
6	178	152	5	0.648393	0.810292
7	178	153	5	0.714185	0.866146
8	179	154	6	0.683074	0.976517
9	179	155	6	0.804682	1.17645
10	180	156	6	0.832357	1.25976
11	181	156	6	0.517567	0.736126
12	181	157	6	0.601886	0.810031
13	182	158	7	0.45304	0.555532
14	182	159	7	0.523349	0.566861
15	182	160	7	1.22221	1.3407
16	183	161	6	0.65771	0.875326
17	184	162	6	0.895541	1.22566
18	184	163	6	0.701141	1.06872
19	185	164	6	0.667264	1.14357
20	186	164	6	1.06116	1.44144
21	186	165	5	0.979398	1.45597
22	186	166	5	0.997179	1.5292

# 32.01
idx	x	y	z	r_solid	r_surf
0	216	197	3	0.3616	0.492
1	215	196	4	0.591704	0
2	215	195	4	0.541684	0.492
3	215	194	4	0.665593	0.960872
4	214	193	4	0.664035	0.824
5	214	192	4	0.593986	0.787979
6	214	191	5	0.690584	0.785597
7	214	190	5	0.57183	0.653125
8	213	189	5	0.582248	0.75108
9	212	188	6	0.808927	0.963369
10	212	187	7	1.37099	1.37099

# 33.01
idx	x	y	z	r_solid	r_surf
0	217	197	3	0.549312	0.658
1	218	197	3	0.571715	0.927668
2	219	197	4	0.845239	1.12626
3	220	197	4	0.639456	0.986023
4	221	197	4	0.73123	1.09955
5	222	197	4	0.601714	0.725854
6	223	197	4	0.394954	0.412
7	224	196	4	0.619403	0.619403
8	225	196	4	0	0
9	226	197	5	0.206	0.206
10	227	198	5	0	0

# 34.01
idx	x	y	z	r_solid	r_surf
0	174	148	5	0.528002	0.959708
1	174	147	5	0.489945	0.612431
2	174	146	5	0	0
3	175	145	5	0.291328	0.291328
4	175	144	5	0	0
5	174	143	5	0	0
6	173	142	5	0.206	0.206
7	172	141	4	0.246	0.246
8	172	140	4	0.320861	0.320861

# 35.01
idx	x	y	z	r_solid	r_surf
0	152	118	3	0.377908	0.377908
1	152	119	3	0.391545	0.391545
2	153	120	3	1.7935	1.75928
3	154	120	3	0.433241	0.391545
4	155	121	3	0.709331	0.763664
5	156	122	4	1.61993	1.34356
6	157	122	4	0.206	0.206
7	158	123	3	0.274667	0.274667
8	158	124	3	0.552286	0.618
9	158	125	4	0.621764	0.852964
10	158	126	4	1.30175	1.82736
11	159	127	4	0.758258	1.26494
12	160	128	4	0.903809	1.41646
13	160	129	4	0.992557	1.77881
14	160	130	4	1.11958	1.4368
15	159	131	4	0.436315	0.274667
16	158	132	4	1.00738	0.969187
17	157	133	5	0.995791	0.991799
18	157	133	5	0	0
19	158	134	5	0.301333	0.301333
20	159	135	4	0.51073	0.506697
21	160	136	4	0.425676	0.54546
22	160	137	4	0.391545	0.391545
23	161	138	5	0.47408	0.47408
24	160	139	5	0.246	0.246
25	161	140	5	0.351241	0.351241
26	162	141	5	0.465333	0.465333
27	163	141	5	0.697209	0.895185
28	163	142	5	0.652467	0.84759
29	163	143	5	0.712623	0.877892
30	164	144	5	0.764284	1.03941
31	165	145	5	0.76935	1.04776
32	166	145	5	0.728912	0.953363
33	167	145	5	0.593651	0.914472
34	168	145	5	0.812296	1.10769
35	169	146	5	0.654538	0.8834
36	170	147	5	0.947966	1.14853
37	171	147	5	0.651818	0.876315
38	172	148	5	0.556522	0.722539
39	173	148	5	0.526674	0.891854

# 0.02
idx	x	y	z	r_solid	r_surf
0	307	226	47	0.532287	0.532287
1	306	227	48	0.301333	0.301333
2	305	227	48	0.421768	0.421768
3	304	228	48	0	0
4	303	228	48	0	0
5	302	228	48	0.711245	0.711245
6	301	227	48	0	0
7	301	226	48	0.377908	0.377908
8	301	225	48	0.590024	0.692884
9	302	224	48	0.425676	0.532095
10	303	224	48	0.301333	0.301333
11	304	223	47	0.391545	0.489431
12	305	223	47	0.478689	0.546861
13	306	222	47	0.246	0.492
14	307	222	47	0.386431	0.386431
15	308	223	48	0.329	0.329
16	309	223	48	0.518118	0.518118
17	310	222	48	0.377908	0.377908
18	311	223	48	0.661581	0.661581
19	312	223	48	0	0
20	313	223	47	0.610149	0.621964
21	314	223	47	0.437489	0.351241
22	315	223	47	0.564997	0.708596
23	316	223	46	0.615801	0.892631
24	317	223	46	0.595317	0.953908
25	318	223	46	0.629629	0.849296
26	319	223	46	0.859412	1.28843
27	320	223	46	0.76783	0.747718
28	321	223	46	0.662581	0.979312
29	322	223	46	0.818236	1.02735
30	323	223	45	1.14272	1.61916
31	323	223	45	0	0
32	324	223	45	1.01215	1.72163
33	325	222	45	0.9996	1.3406
34	326	222	45	1.11902	1.6487
35	327	222	45	1.08549	1.85055
36	328	222	45	1.04477	1.64148
37	329	221	45	1.08628	1.60657
38	330	221	45	1.08325	1.60958
39	331	221	44	1.16839	1.63659
40	332	221	44	1.20667	1.73865
41	333	220	45	1.11034	1.73999
42	334	220	45	0.9239	1.63514
43	335	220	45	1.18784	1.63895
44	336	219	45	1.13353	1.88057
45	337	218	45	1.17509	1.90745
46	338	218	45	1.09953	1.82959

# 1.02
idx	x	y	z	r_solid	r_surf
0	339	217	44	1.39426	2.17089
1	339	216	45	1.20494	2.13438
2	339	215	45	1.28857	2.03114
3	340	214	46	1.30576	1.81589
4	340	213	46	1.08136	2.10118
5	340	212	46	1.11106	1.66192
6	341	211	47	1.08917	1.6001
7	342	210	46	0.976423	1.48705
8	343	210	46	1.06643	1.58866
9	344	209	46	1.02683	1.53751
10	345	208	46	1.04905	1.54987
11	346	207	47	1.02308	1.64823
12	347	206	47	1.16136	1.71653
13	348	206	47	1.07081	1.4545
14	349	205	46	1.08589	1.55311
15	350	204	46	1.04259	1.3955
16	351	203	47	1.10904	0
17	351	202	47	1.04693	1.77911
18	352	201	48	0.985499	1.57509
19	353	200	48	1.12352	1.72526

# 2.02
idx	x	y	z	r_solid	r_surf
0	339	219	44	1.12473	1.90647
1	340	220	43	1.26491	2.05695
2	341	221	42	1.62064	2.34496
3	341	222	42	1.26405	1.74902
4	342	223	42	1.00683	1.49224
5	343	224	42	0.925988	1.33899
6	344	225	41	0.884101	1.28327
7	345	225	41	0.927268	1.38099
8	346	225	41	1.11699	1.62463
9	347	225	41	1.24354	1.15427
10	348	225	41	1.46489	1.26526
11	349	225	41	2.25656	2.9734
12	350	226	41	1.29675	1.54184
13	351	227	41	0.977572	1.35867
14	352	228	42	1.07617	1.49906
15	353	228	42	1.15171	1.6714
16	354	229	42	1.05089	1.46406
17	355	229	42	0.811006	1.38421
18	356	229	42	1.03204	1.49691
19	357	229	41	0.931691	1.32948
20	358	229	41	1.30402	1.80097
21	359	228	41	0.959673	1.63848
22	360	227	41	1.26297	1.97777
23	361	226	41	1.77831	2.52006
24	362	226	41	0.832994	1.53242

# 3.02
idx	x	y	z	r_solid	r_surf
0	363	205	46	1.02887	1.59739
1	362	205	46	0.96686	1.42056
2	361	204	46	0.998947	1.45288
3	360	204	46	1.13675	1.69583
4	359	203	47	0.949915	1.42048
5	358	203	47	0.802695	1.71987
6	357	203	47	1.20958	1.74495
7	356	202	48	0.965122	1.43152
8	355	201	48	0.935769	1.55602
9	354	200	48	0.936056	1.4711

# 4.02
idx	x	y	z	r_solid	r_surf
0	318	205	60	0	0
1	319	205	60	0.635871	0.746427
2	320	205	60	0.53346	0.747718
3	321	205	60	0.59627	0.802125
4	322	205	59	0.859578	1.23272
5	323	205	59	0.48487	0.672626
6	324	204	58	0.789713	1.12731
7	325	204	58	0.489431	0.592431
8	326	204	58	0.441635	0.515241
9	326	204	58	0	0
10	327	203	58	0	0
11	328	202	57	0.351241	0.351241
12	329	202	57	0.57661	0.600125
13	330	202	57	0.496482	0.481292
14	331	201	57	0.679917	0.910704
15	332	200	57	0.647681	0.949342
16	333	200	57	0.724689	0.933615
17	333	199	57	0.727711	0.924472
18	334	198	57	0.760866	1.33799
19	335	197	57	0.843757	1.31072
20	336	197	57	0.966412	1.38928
21	337	196	57	1.01349	1.41143
22	338	196	57	1.05711	1.50272
23	339	196	57	0.850593	1.25972
24	340	196	57	0.810574	1.13148
25	341	195	56	1.13869	1.63556
26	342	195	56	0.716987	0
27	343	195	56	1.02446	1.74868
28	344	195	55	1.07696	1.65
29	345	195	55	0.789177	1.236
30	346	195	55	1.25132	1.83857
31	347	195	54	0.95919	1.6138
32	348	196	53	1.07335	1.51028
33	349	196	53	0.771068	0
34	350	196	53	1.16997	1.732
35	350	196	53	0	0
36	351	196	52	0.988036	1.56238
37	352	197	51	1.05759	1.5964
38	353	198	50	1.01983	1.44774
39	353	199	49	1.02491	1.8535

# 5.02
idx	x	y	z	r_solid	r_surf
0	362	207	39	1.02006	1.5866
1	363	208	39	1.04699	0
2	363	209	39	1.27196	1.79738
3	364	210	38	1.26435	1.84467
4	365	211	38	1.17169	1.5762
5	365	212	38	1.03952	1.54981
6	365	213	38	0.940129	1.4335
7	365	214	38	0.97378	1.37258
8	364	215	39	1.08048	1.64525
